invoice_no,vendor,date,amount,label
INV-6577,Omega Inc,2024-11-21,1254.0,0
INV-9951,Gamma Co,2025-07-08,244.0,0
INV-3120,Alpha Supplies,2025-08-04,11487.0,0
INV-4411,Alpha Supplies,2025-05-06,7007.0,0
INV-9862,Gamma Co,2025-06-24,1389.0,0
INV-5212,Gamma Co,2024-12-26,5261.0,0
INV-8973,Gamma Co,2024-09-07,1192.0,0
INV-5117,Delta Services,2024-12-17,14661.0,1
INV-2883,Delta Services,2025-03-27,1522.0,0
INV-9779,Delta Services,2025-07-11,110.0,0
INV-7007,Delta Services,2025-06-28,1012.0,0
INV-8036,Omega Inc,2024-09-03,1372.0,0
INV-2784,Gamma Co,2025-06-24,512.0,0
INV-4638,Gamma Co,2025-02-02,12101.0,0
INV-8744,Omega Inc,2025-03-09,1294.0,0
INV-8366,Gamma Co,2025-07-02,183.0,0
INV-7270,Delta Services,2024-09-21,12042.0,0
INV-9243,Alpha Supplies,2024-12-16,97.0,0
INV-3977,Gamma Co,2025-01-03,5151.0,0
INV-6135,Beta Traders,2024-10-27,5066.0,0
INV-8117,Delta Services,2025-06-16,1092.0,0
INV-2036,Omega Inc,2025-06-02,217.0,0
INV-1181,Alpha Supplies,2025-03-09,313.0,0
INV-9639,Gamma Co,2025-01-31,105.0,0
INV-8095,Alpha Supplies,2024-10-02,237.0,0
INV-5635,Omega Inc,2025-01-14,5523.0,0
INV-5286,Beta Traders,2025-05-13,4655.0,0
INV-3249,Alpha Supplies,2025-07-30,4950.0,0
INV-5840,Alpha Supplies,2025-05-11,116.0,0
INV-3895,Gamma Co,2024-12-19,92.0,0
INV-6681,Omega Inc,2025-02-19,115.0,0
INV-8226,Delta Services,2025-07-28,261.0,0
INV-2771,Omega Inc,2025-02-26,102.0,0
INV-7188,Delta Services,2024-10-07,489.0,1
INV-7075,Beta Traders,2025-05-18,8173.0,0
INV-7419,Omega Inc,2025-05-27,4038.0,1
INV-9570,Alpha Supplies,2024-12-29,6309.0,1
INV-7904,Delta Services,2025-02-19,128.0,0
INV-7092,Delta Services,2025-05-23,91.0,0
INV-2389,Delta Services,2025-03-06,1227.0,0
INV-9052,Omega Inc,2024-10-14,4851.0,0
INV-2631,Delta Services,2024-10-20,84.0,0
INV-1546,Omega Inc,2025-08-04,9583.0,0
INV-4597,Delta Services,2025-03-11,10695.0,0
INV-4658,Beta Traders,2025-07-31,1074.0,0
INV-5539,Gamma Co,2024-10-06,5404.0,0
INV-1194,Alpha Supplies,2025-02-27,236.0,0
INV-1053,Gamma Co,2025-02-18,180.0,0
INV-7724,Beta Traders,2024-08-11,10450.0,1
INV-5119,Delta Services,2025-03-03,9007.0,0
INV-5085,Alpha Supplies,2024-09-24,311.0,0
INV-6595,Alpha Supplies,2025-07-08,540.0,0
INV-2157,Beta Traders,2024-08-27,1190.0,0
INV-6743,Gamma Co,2024-12-20,9393.0,1
INV-8941,Omega Inc,2025-02-03,544.0,0
INV-3586,Omega Inc,2024-09-21,275.0,0
INV-8652,Omega Inc,2024-11-06,10121.0,0
INV-7483,Beta Traders,2024-12-11,930.0,0
INV-3149,Alpha Supplies,2024-12-09,4053.0,0
INV-7746,Beta Traders,2024-09-19,554.0,0
INV-8024,Alpha Supplies,2025-07-19,1320.0,0
INV-4081,Delta Services,2025-02-22,9572.0,1
INV-7605,Delta Services,2025-04-19,5715.0,0
INV-2525,Beta Traders,2025-08-09,1184.0,0
INV-3824,Gamma Co,2024-12-04,7725.0,0
INV-5662,Alpha Supplies,2025-07-27,110.0,0
INV-3248,Beta Traders,2025-06-28,278.0,0
INV-3254,Gamma Co,2024-11-21,194.0,0
INV-7244,Delta Services,2025-08-03,245.0,0
INV-6415,Gamma Co,2024-09-16,572.0,0
INV-3353,Gamma Co,2025-02-04,920.0,0
INV-6238,Gamma Co,2025-06-30,287.0,0
INV-6604,Omega Inc,2024-09-19,116.0,0
INV-6223,Delta Services,2025-07-16,14462.0,0
INV-9025,Alpha Supplies,2024-12-24,78.0,0
INV-7930,Beta Traders,2025-01-30,91.0,0
INV-7104,Beta Traders,2025-03-19,11688.0,0
INV-4109,Beta Traders,2024-10-26,204.0,0
INV-6613,Delta Services,2024-09-13,4793.0,0
INV-7962,Beta Traders,2025-02-14,85.0,0
INV-3604,Beta Traders,2025-04-09,535.0,0
INV-5250,Omega Inc,2025-03-08,6956.0,0
INV-9129,Delta Services,2025-02-28,1269.0,0
INV-5861,Gamma Co,2025-07-19,1370.0,0
INV-4837,Omega Inc,2025-04-07,557.0,0
INV-1505,Gamma Co,2025-08-08,77.0,0
INV-8414,Delta Services,2024-08-13,4682.0,1
INV-2157,Alpha Supplies,2025-05-30,182.0,0
INV-3817,Gamma Co,2025-03-23,120.0,0
INV-4183,Gamma Co,2025-06-15,1267.0,0
INV-1375,Gamma Co,2024-09-27,504.0,0
INV-4898,Omega Inc,2025-07-30,393.0,0
INV-8000,Alpha Supplies,2024-08-22,511.0,0
INV-5791,Delta Services,2025-02-21,1203.0,0
INV-7113,Beta Traders,2025-06-11,106.0,0
INV-6381,Beta Traders,2025-01-30,123.0,0
INV-7954,Gamma Co,2024-10-27,826.0,0
INV-6990,Omega Inc,2025-03-16,93.0,0
INV-6075,Beta Traders,2025-01-17,10229.0,0
INV-4367,Alpha Supplies,2025-06-05,6139.0,0
INV-7574,Omega Inc,2025-02-02,112.0,0
INV-3257,Beta Traders,2024-11-19,1293.0,0
INV-4700,Alpha Supplies,2025-06-29,517.0,0
INV-3663,Beta Traders,2024-10-02,532.0,0
INV-6047,Beta Traders,2024-10-28,241.0,0
INV-6600,Delta Services,2025-03-10,77.0,0
INV-1564,Delta Services,2025-02-28,12546.0,0
INV-6003,Beta Traders,2024-11-03,222.0,0
INV-4005,Omega Inc,2025-06-21,7791.0,0
INV-1282,Alpha Supplies,2024-12-05,251.0,0
INV-3048,Omega Inc,2024-12-17,91.0,0
INV-8305,Gamma Co,2025-01-14,11101.0,0
INV-6777,Gamma Co,2025-02-01,233.0,0
INV-3681,Omega Inc,2025-07-07,11283.0,0
INV-8412,Beta Traders,2025-04-30,1402.0,0
INV-2254,Omega Inc,2024-12-01,227.0,0
INV-5390,Omega Inc,2025-03-02,8890.0,0
INV-8771,Beta Traders,2025-01-19,222.0,0
INV-9270,Alpha Supplies,2025-03-20,247.0,0
INV-9427,Alpha Supplies,2024-12-04,194.0,0
INV-3597,Gamma Co,2025-05-15,9415.0,1
INV-9769,Alpha Supplies,2025-05-25,1069.0,0
INV-1076,Gamma Co,2025-07-09,521.0,0
INV-1647,Omega Inc,2024-11-24,5098.0,0
INV-9345,Gamma Co,2024-11-09,125.0,0
INV-3826,Delta Services,2024-08-27,398.0,0
INV-9539,Beta Traders,2025-03-04,1045.0,0
INV-1573,Gamma Co,2025-03-17,5654.0,0
INV-5072,Delta Services,2025-03-11,203.0,0
INV-8272,Delta Services,2025-04-05,522.0,0
INV-3173,Gamma Co,2025-04-05,972.0,0
INV-5749,Delta Services,2024-10-05,90.0,0
INV-9496,Beta Traders,2025-06-03,467.0,0
INV-6577,Omega Inc,2025-05-04,82.0,0
INV-4313,Gamma Co,2025-07-08,4191.0,0
INV-6679,Delta Services,2024-10-14,745.0,0
INV-5838,Delta Services,2025-01-10,103.0,0
INV-8635,Gamma Co,2025-01-17,1264.0,0
INV-9292,Beta Traders,2025-05-15,8576.0,1
INV-1844,Gamma Co,2025-04-04,1048.0,0
INV-7933,Beta Traders,2024-10-24,1503.0,0
INV-1192,Alpha Supplies,2024-11-08,1267.0,0
INV-2716,Omega Inc,2025-03-12,488.0,0
INV-6016,Beta Traders,2025-01-01,445.0,0
INV-2973,Delta Services,2025-04-11,952.0,0
INV-8847,Beta Traders,2025-01-04,388.0,0
INV-7210,Gamma Co,2024-09-13,112.0,1
INV-4329,Delta Services,2025-04-08,4824.0,0
INV-2794,Gamma Co,2024-08-11,1454.0,0
INV-2339,Beta Traders,2024-09-16,252.0,0
INV-8091,Gamma Co,2025-01-19,473.0,0
INV-9063,Beta Traders,2025-04-11,369.0,0
INV-9950,Delta Services,2024-12-19,516.0,0
INV-2763,Gamma Co,2025-03-18,235.0,0
INV-2911,Gamma Co,2025-03-21,11429.0,0
INV-2664,Delta Services,2024-11-23,6721.0,0
INV-4073,Delta Services,2025-07-14,5535.0,0
INV-9282,Alpha Supplies,2025-08-04,11570.0,0
INV-3268,Delta Services,2025-07-12,6125.0,0
INV-4510,Delta Services,2025-07-04,4871.0,0
INV-4467,Beta Traders,2025-07-14,1061.0,0
INV-5138,Gamma Co,2025-02-11,1129.0,0
INV-9350,Omega Inc,2025-01-06,1067.0,0
INV-3127,Omega Inc,2024-12-27,7596.0,0
INV-9024,Omega Inc,2025-03-29,7584.0,0
INV-7050,Alpha Supplies,2025-01-22,8537.0,0
INV-8002,Gamma Co,2025-08-07,5462.0,0
INV-2128,Alpha Supplies,2025-01-02,944.0,0
INV-1930,Beta Traders,2025-03-11,1230.0,0
INV-7569,Alpha Supplies,2025-04-28,11030.0,0
INV-3341,Alpha Supplies,2025-06-25,264.0,0
INV-7774,Omega Inc,2024-09-18,4699.0,0
INV-8072,Beta Traders,2025-06-23,223.0,0
INV-2174,Gamma Co,2024-11-24,274.0,0
INV-1860,Gamma Co,2024-08-13,474.0,0
INV-3617,Gamma Co,2025-06-30,1165.0,0
INV-9155,Alpha Supplies,2025-06-11,471.0,0
INV-6123,Beta Traders,2025-05-20,1137.0,0
INV-4254,Delta Services,2024-10-17,320.0,0
INV-6122,Beta Traders,2025-04-17,498.0,0
INV-2715,Omega Inc,2025-04-10,87.0,0
INV-5645,Gamma Co,2025-01-03,507.0,0
INV-7311,Delta Services,2024-12-13,701.0,0
INV-8846,Gamma Co,2024-12-16,956.0,0
INV-3941,Alpha Supplies,2025-05-02,4690.0,0
INV-7167,Delta Services,2024-12-08,5389.0,0
INV-9059,Delta Services,2025-05-11,111.0,0
INV-8769,Beta Traders,2024-12-17,4826.0,0
INV-3788,Beta Traders,2024-08-27,60.0,0
INV-3474,Gamma Co,2025-02-25,4087.0,0
INV-3511,Delta Services,2025-06-15,89.0,0
INV-9907,Alpha Supplies,2025-01-29,84.0,0
INV-5647,Omega Inc,2025-05-31,8942.0,0
INV-9668,Beta Traders,2024-12-21,463.0,0
INV-9264,Gamma Co,2024-10-05,1375.0,0
INV-8347,Alpha Supplies,2025-05-14,202.0,0
INV-8608,Gamma Co,2025-01-10,553.0,0
INV-9814,Delta Services,2025-03-18,1083.0,0
INV-1610,Alpha Supplies,2024-12-09,8710.0,0
INV-5194,Alpha Supplies,2024-10-04,1334.0,0
INV-7811,Delta Services,2024-10-03,9514.0,0
INV-8152,Gamma Co,2025-02-23,265.0,0
INV-5141,Beta Traders,2024-12-14,4259.0,0
INV-2790,Omega Inc,2025-07-29,120.0,0
INV-2724,Alpha Supplies,2025-04-17,245.0,0
INV-2855,Gamma Co,2025-08-04,278.0,0
INV-2313,Delta Services,2025-03-10,117.0,0
INV-4400,Alpha Supplies,2025-04-23,12976.0,0
INV-5545,Gamma Co,2025-07-07,9295.0,0
INV-7750,Alpha Supplies,2025-02-04,315.0,0
INV-2258,Gamma Co,2024-09-06,93.0,0
INV-5543,Omega Inc,2024-08-24,11217.0,0
INV-2387,Alpha Supplies,2025-03-07,220.0,0
INV-2639,Omega Inc,2024-10-18,4845.0,0
INV-6433,Omega Inc,2025-05-05,614.0,0
INV-1783,Omega Inc,2024-12-23,10836.0,1
INV-8430,Beta Traders,2025-01-08,127.0,0
INV-1776,Gamma Co,2025-08-08,607.0,0
INV-7033,Gamma Co,2025-06-07,239.0,0
INV-7176,Alpha Supplies,2024-09-20,1666.0,0
INV-8621,Omega Inc,2024-12-20,277.0,0
INV-9017,Delta Services,2025-03-20,91.0,0
INV-5575,Omega Inc,2024-11-14,129.0,0
INV-3286,Beta Traders,2025-05-24,228.0,0
INV-1488,Omega Inc,2024-11-27,477.0,0
INV-4818,Alpha Supplies,2024-11-18,1329.0,0
INV-9684,Beta Traders,2024-12-11,103.0,0
INV-1685,Gamma Co,2025-06-24,10922.0,0
INV-8724,Alpha Supplies,2025-05-18,234.0,0
INV-2084,Delta Services,2025-01-12,10527.0,0
INV-4294,Delta Services,2024-09-03,10853.0,0
INV-3216,Omega Inc,2024-11-12,8903.0,0
INV-1026,Omega Inc,2025-05-17,4206.0,0
INV-1751,Delta Services,2024-09-16,921.0,0
INV-8058,Delta Services,2025-04-24,121.0,0
INV-7771,Beta Traders,2025-02-26,14334.0,1
INV-7866,Beta Traders,2025-01-11,985.0,0
INV-2222,Beta Traders,2025-06-19,1297.0,0
INV-5034,Delta Services,2025-01-28,5134.0,0
INV-3574,Delta Services,2025-07-18,10344.0,0
INV-3218,Gamma Co,2024-10-09,226.0,0
INV-8198,Omega Inc,2025-05-18,5034.0,0
INV-1753,Beta Traders,2025-07-07,74.0,0
INV-6803,Delta Services,2025-08-03,10502.0,0
INV-4303,Beta Traders,2024-12-28,329.0,0
INV-8852,Omega Inc,2024-08-26,456.0,0
INV-1257,Beta Traders,2025-03-26,122.0,0
INV-7216,Alpha Supplies,2024-12-18,411.0,1
INV-4293,Delta Services,2024-10-20,1089.0,0
INV-6774,Omega Inc,2024-08-24,3634.0,0
INV-7886,Gamma Co,2024-11-15,1035.0,0
INV-1253,Beta Traders,2025-03-02,1145.0,0
INV-9594,Omega Inc,2025-07-21,1223.0,0
INV-3958,Omega Inc,2024-12-01,82.0,0
INV-4777,Omega Inc,2024-09-14,5304.0,1
INV-7106,Beta Traders,2025-03-25,4286.0,0
INV-7947,Gamma Co,2024-08-14,104.0,0
INV-6196,Omega Inc,2025-08-04,11965.0,0
INV-2079,Beta Traders,2025-02-10,262.0,0
INV-6049,Beta Traders,2025-03-02,3929.0,0
INV-4498,Omega Inc,2025-06-15,209.0,0
INV-1297,Gamma Co,2024-09-20,1437.0,0
INV-9447,Beta Traders,2025-06-10,1414.0,0
INV-2732,Omega Inc,2025-08-08,115.0,0
INV-1205,Omega Inc,2025-06-15,508.0,0
INV-6561,Beta Traders,2025-06-03,4337.0,0
INV-3388,Alpha Supplies,2024-11-03,11552.0,0
INV-5459,Omega Inc,2025-05-02,221.0,0
INV-5700,Beta Traders,2025-06-18,11548.0,0
INV-8028,Omega Inc,2025-05-18,585.0,0
INV-4147,Omega Inc,2025-07-14,8015.0,0
INV-2866,Beta Traders,2024-12-21,105.0,0
INV-1176,Delta Services,2024-12-18,559.0,0
INV-1592,Omega Inc,2025-05-27,90.0,0
INV-6650,Alpha Supplies,2025-03-22,7598.0,0
INV-1218,Alpha Supplies,2025-03-06,95.0,0
INV-4834,Delta Services,2025-02-04,4915.0,0
INV-8530,Alpha Supplies,2025-04-08,95.0,0
INV-8643,Alpha Supplies,2024-10-03,334.0,0
INV-6174,Beta Traders,2024-10-23,1602.0,0
INV-6995,Omega Inc,2025-06-17,255.0,0
INV-8486,Alpha Supplies,2025-01-24,95.0,0
INV-3231,Beta Traders,2025-04-30,205.0,0
INV-2036,Omega Inc,2025-02-24,649.0,0
INV-2785,Delta Services,2025-06-06,11899.0,0
INV-6702,Delta Services,2025-04-16,1120.0,0
INV-8468,Beta Traders,2024-12-30,240.0,0
INV-7519,Omega Inc,2025-03-01,10674.0,0
INV-5381,Omega Inc,2025-06-19,500.0,0
INV-5355,Delta Services,2025-05-13,5676.0,0
INV-5584,Alpha Supplies,2025-01-24,1320.0,0
INV-4117,Beta Traders,2025-03-15,5773.0,0
INV-4364,Gamma Co,2025-02-23,4752.0,0
INV-1339,Alpha Supplies,2025-05-20,180.0,0
INV-9924,Alpha Supplies,2025-07-29,5642.0,0
INV-6317,Alpha Supplies,2025-01-10,583.0,0
INV-7582,Delta Services,2025-04-13,1227.0,0
INV-7768,Beta Traders,2025-04-14,522.0,0
INV-7752,Alpha Supplies,2024-12-22,448.0,0
INV-9983,Alpha Supplies,2025-05-16,959.0,0
INV-1191,Delta Services,2025-02-09,12886.0,0
INV-2569,Alpha Supplies,2024-11-12,9701.0,0
INV-2426,Omega Inc,2024-09-19,98.0,0
INV-6938,Gamma Co,2025-07-31,521.0,0
INV-1462,Alpha Supplies,2025-01-13,53.0,0
INV-9160,Beta Traders,2025-01-10,5544.0,0
INV-4889,Delta Services,2025-04-02,5617.0,0
INV-8636,Omega Inc,2025-01-17,79.0,0
INV-2044,Beta Traders,2025-06-15,127.0,0
INV-4882,Beta Traders,2025-01-23,276.0,0
INV-9525,Beta Traders,2025-03-03,1121.0,0
INV-3581,Alpha Supplies,2025-05-05,84.0,0
INV-7193,Alpha Supplies,2025-05-05,5248.0,0
INV-7673,Omega Inc,2025-07-23,79.0,0
INV-3959,Omega Inc,2025-03-29,284.0,0
INV-2627,Delta Services,2025-04-30,1386.0,0
INV-1995,Gamma Co,2025-02-03,93.0,0
INV-3573,Alpha Supplies,2025-05-27,10882.0,0
INV-5314,Delta Services,2025-02-22,317.0,0
INV-4287,Alpha Supplies,2025-08-07,486.0,1
INV-2648,Gamma Co,2025-01-03,110.0,1
INV-3359,Alpha Supplies,2024-08-13,498.0,0
INV-2749,Beta Traders,2025-06-19,543.0,0
INV-3933,Omega Inc,2024-11-26,4275.0,0
INV-8761,Gamma Co,2025-02-02,440.0,0
INV-4814,Beta Traders,2024-09-02,111.0,0
INV-6130,Delta Services,2024-10-07,383.0,0
INV-6069,Omega Inc,2024-10-15,83.0,0
INV-1214,Alpha Supplies,2025-01-30,9132.0,0
INV-4820,Delta Services,2025-03-05,595.0,0
INV-2331,Beta Traders,2025-06-10,109.0,0
INV-7574,Gamma Co,2025-03-23,11241.0,0
INV-5996,Gamma Co,2024-12-01,5607.0,0
INV-8665,Gamma Co,2025-07-23,847.0,0
INV-8847,Beta Traders,2024-12-15,1181.0,0
INV-6651,Beta Traders,2025-06-08,11051.0,0
INV-2630,Beta Traders,2025-06-19,103.0,0
INV-1798,Omega Inc,2025-06-15,423.0,0
INV-1965,Beta Traders,2025-01-01,111.0,0
INV-6955,Omega Inc,2025-03-31,298.0,0
INV-3171,Omega Inc,2025-07-14,1181.0,0
INV-1676,Delta Services,2025-02-17,287.0,0
INV-5482,Delta Services,2024-09-19,462.0,0
INV-1707,Omega Inc,2025-06-21,9209.0,0
INV-6410,Beta Traders,2024-10-20,1307.0,0
INV-1836,Alpha Supplies,2024-09-21,867.0,0
INV-6008,Omega Inc,2024-10-13,1007.0,0
INV-9193,Alpha Supplies,2024-11-30,178.0,0
INV-6650,Omega Inc,2025-07-27,5792.0,0
INV-7924,Alpha Supplies,2025-07-21,1280.0,1
INV-2027,Gamma Co,2025-07-08,80.0,0
INV-5698,Omega Inc,2025-05-22,10446.0,0
INV-3639,Delta Services,2024-10-11,307.0,0
INV-2699,Beta Traders,2025-04-03,96.0,0
INV-3819,Gamma Co,2025-01-07,536.0,0
INV-6773,Delta Services,2025-05-15,240.0,0
INV-9311,Gamma Co,2025-01-20,102.0,0
INV-7078,Delta Services,2025-07-09,1245.0,0
INV-1044,Beta Traders,2025-05-16,306.0,0
INV-3351,Alpha Supplies,2025-04-26,74.0,0
INV-6104,Delta Services,2025-06-08,9400.0,0
INV-1420,Delta Services,2024-12-20,254.0,0
INV-2661,Alpha Supplies,2025-01-30,505.0,0
INV-5905,Alpha Supplies,2025-08-06,6057.0,0
INV-1126,Beta Traders,2024-09-28,294.0,0
INV-8143,Beta Traders,2025-05-15,119.0,0
INV-6040,Omega Inc,2025-01-30,535.0,0
INV-3058,Omega Inc,2024-10-28,4078.0,1
INV-4170,Gamma Co,2025-06-17,413.0,0
INV-8795,Beta Traders,2025-03-27,4817.0,0
INV-2607,Delta Services,2025-07-09,107.0,0
INV-9462,Beta Traders,2024-10-15,260.0,0
INV-8312,Omega Inc,2025-05-28,457.0,0
INV-5351,Delta Services,2024-09-25,3096.0,0
INV-8318,Gamma Co,2025-01-15,111.0,0
INV-9561,Omega Inc,2024-09-29,4183.0,0
INV-5541,Omega Inc,2025-05-14,111.0,0
INV-2546,Alpha Supplies,2025-06-10,586.0,0
INV-6675,Alpha Supplies,2025-04-17,1369.0,0
INV-7806,Delta Services,2024-10-18,1468.0,0
INV-6865,Beta Traders,2024-12-24,240.0,0
INV-5688,Delta Services,2024-09-04,280.0,0
INV-2704,Beta Traders,2024-08-21,10922.0,0
INV-5493,Beta Traders,2025-05-17,4300.0,1
INV-3669,Gamma Co,2025-04-05,111.0,0
INV-9933,Alpha Supplies,2025-02-01,1416.0,0
INV-1130,Delta Services,2024-08-21,355.0,0
INV-9335,Omega Inc,2025-04-28,1014.0,0
INV-5395,Delta Services,2024-08-11,580.0,0
INV-9495,Gamma Co,2024-12-14,11969.0,0
INV-5033,Beta Traders,2024-09-15,290.0,0
INV-8279,Beta Traders,2024-09-24,285.0,0
INV-5725,Beta Traders,2024-09-09,9893.0,0
INV-7100,Delta Services,2025-06-30,8441.0,1
INV-8177,Omega Inc,2024-09-30,88.0,0
INV-7690,Gamma Co,2024-10-29,424.0,0
INV-6408,Alpha Supplies,2025-02-28,556.0,0
INV-4025,Delta Services,2025-04-21,1424.0,0
INV-7639,Beta Traders,2025-04-21,256.0,0
INV-1285,Delta Services,2025-07-07,3759.0,0
INV-8484,Omega Inc,2025-02-20,6484.0,0
INV-7521,Delta Services,2024-08-22,4614.0,0
INV-7780,Beta Traders,2025-06-02,99.0,0
INV-1872,Omega Inc,2024-10-03,873.0,0
INV-8016,Alpha Supplies,2025-03-09,6248.0,0
INV-1075,Alpha Supplies,2025-01-27,13156.0,0
INV-7782,Omega Inc,2025-02-14,10719.0,0
INV-8180,Beta Traders,2024-12-09,74.0,0
INV-6458,Omega Inc,2025-04-07,426.0,0
INV-5968,Beta Traders,2024-10-24,7996.0,0
INV-5960,Beta Traders,2025-06-19,428.0,0
INV-5937,Omega Inc,2025-03-01,366.0,0
INV-5062,Beta Traders,2025-02-18,277.0,0
INV-5355,Alpha Supplies,2025-03-29,256.0,0
INV-5850,Alpha Supplies,2025-04-04,108.0,0
INV-4954,Delta Services,2025-01-30,224.0,0
INV-7295,Alpha Supplies,2025-08-08,10141.0,0
INV-8103,Omega Inc,2025-05-02,1161.0,0
INV-5000,Omega Inc,2025-01-31,96.0,0
INV-3472,Alpha Supplies,2025-01-04,1257.0,0
INV-8255,Gamma Co,2025-05-20,116.0,0
INV-5614,Omega Inc,2024-11-26,107.0,0
INV-5788,Gamma Co,2025-01-04,1092.0,0
INV-5733,Alpha Supplies,2025-05-15,422.0,0
INV-2421,Gamma Co,2024-09-11,967.0,0
INV-5310,Gamma Co,2024-10-02,465.0,0
INV-9788,Gamma Co,2024-10-22,60.0,0
INV-8484,Omega Inc,2024-09-19,430.0,0
INV-1011,Omega Inc,2024-10-23,1170.0,0
INV-2198,Gamma Co,2025-03-24,87.0,0
INV-3188,Delta Services,2025-03-21,245.0,0
INV-3589,Alpha Supplies,2024-08-24,519.0,0
INV-2046,Omega Inc,2024-12-29,517.0,0
INV-2043,Delta Services,2024-12-04,92.0,0
INV-2335,Gamma Co,2025-02-21,11844.0,0
INV-2658,Gamma Co,2025-06-21,449.0,0
INV-7383,Gamma Co,2024-12-19,1407.0,0
INV-4999,Omega Inc,2025-01-09,105.0,0
INV-2593,Omega Inc,2024-10-21,5053.0,0
INV-3695,Alpha Supplies,2025-04-04,227.0,1
INV-7546,Delta Services,2025-06-11,246.0,0
INV-8790,Omega Inc,2024-10-24,6060.0,0
INV-5094,Beta Traders,2025-02-14,4702.0,0
INV-1495,Beta Traders,2025-07-02,87.0,0
INV-5859,Delta Services,2025-07-08,89.0,0
INV-9899,Gamma Co,2025-02-16,1296.0,0
INV-1664,Alpha Supplies,2025-03-01,65.0,0
INV-3166,Omega Inc,2025-03-04,215.0,0
INV-6720,Alpha Supplies,2024-09-20,92.0,0
INV-1339,Gamma Co,2025-02-13,514.0,0
INV-2904,Beta Traders,2025-04-03,6729.0,0
INV-9482,Gamma Co,2025-05-28,5489.0,0
INV-5801,Gamma Co,2025-01-11,542.0,0
INV-3621,Gamma Co,2025-02-28,81.0,0
INV-3791,Alpha Supplies,2025-02-12,103.0,0
INV-8370,Gamma Co,2025-07-02,1092.0,0
INV-7319,Gamma Co,2025-03-21,3162.0,0
INV-1210,Alpha Supplies,2024-10-04,268.0,0
INV-6412,Beta Traders,2024-09-03,5229.0,0
INV-3717,Alpha Supplies,2025-01-27,342.0,0
INV-2249,Alpha Supplies,2025-07-25,395.0,0
INV-7120,Omega Inc,2025-02-27,4889.0,0
INV-3776,Alpha Supplies,2025-06-14,5887.0,0
INV-7012,Alpha Supplies,2024-10-26,69.0,0
INV-2229,Delta Services,2024-12-20,1181.0,0
INV-4624,Beta Traders,2024-12-21,1008.0,0
INV-6608,Alpha Supplies,2024-10-31,10527.0,0
INV-8708,Delta Services,2025-01-04,7658.0,0
INV-6936,Beta Traders,2024-11-07,1052.0,0
INV-6879,Alpha Supplies,2024-09-09,1206.0,0
INV-1711,Beta Traders,2024-09-05,82.0,0
INV-3517,Gamma Co,2025-08-05,1398.0,0
INV-6463,Beta Traders,2025-08-07,85.0,1
INV-4274,Gamma Co,2025-07-11,5164.0,1
INV-3646,Beta Traders,2025-07-13,684.0,0
INV-6372,Omega Inc,2025-07-02,4958.0,0
INV-8222,Delta Services,2025-05-28,406.0,0
INV-4004,Delta Services,2025-05-10,291.0,0
INV-7583,Beta Traders,2024-09-29,470.0,0
INV-5347,Delta Services,2025-06-16,455.0,0
INV-8049,Gamma Co,2024-08-18,5449.0,0
INV-4605,Alpha Supplies,2024-11-29,103.0,0
INV-1327,Omega Inc,2024-08-31,10441.0,1
INV-8759,Alpha Supplies,2024-11-14,11565.0,0
INV-9743,Delta Services,2024-11-08,187.0,1
INV-8092,Alpha Supplies,2025-05-31,12927.0,0
INV-3832,Gamma Co,2024-10-09,11799.0,1
INV-8767,Gamma Co,2024-09-10,232.0,0
INV-7736,Beta Traders,2025-02-25,97.0,0
INV-2191,Omega Inc,2025-07-08,4969.0,0
INV-2523,Alpha Supplies,2025-06-02,425.0,0
INV-3896,Omega Inc,2024-08-12,1020.0,0
INV-3430,Gamma Co,2024-08-13,125.0,0
INV-9434,Gamma Co,2025-04-02,9784.0,0
INV-1052,Delta Services,2024-10-26,214.0,0
INV-6391,Delta Services,2024-10-04,438.0,0
INV-2938,Delta Services,2024-10-22,670.0,0
INV-7813,Gamma Co,2024-09-22,10903.0,0
INV-6516,Delta Services,2025-04-12,113.0,0
INV-5632,Alpha Supplies,2025-05-28,981.0,0
INV-2155,Alpha Supplies,2025-01-11,473.0,0
INV-4996,Beta Traders,2025-01-19,87.0,0
INV-9019,Alpha Supplies,2024-12-08,488.0,0
INV-2455,Delta Services,2025-03-11,4748.0,1
INV-9159,Omega Inc,2024-11-06,5351.0,0
INV-3249,Delta Services,2024-10-26,5136.0,0
INV-2860,Gamma Co,2024-10-24,9060.0,0
INV-4804,Delta Services,2025-05-06,8940.0,1
INV-2596,Delta Services,2025-02-16,4521.0,0
INV-5039,Omega Inc,2024-12-29,566.0,0
INV-6935,Alpha Supplies,2024-08-29,98.0,0
INV-9733,Delta Services,2025-07-02,4439.0,1
INV-6644,Delta Services,2024-10-05,5191.0,0
INV-1095,Alpha Supplies,2025-02-14,4926.0,0
INV-3593,Delta Services,2025-03-19,264.0,0
INV-9955,Omega Inc,2024-10-23,150.0,0
INV-7891,Beta Traders,2024-08-16,1437.0,0
INV-2027,Omega Inc,2025-02-04,5031.0,1
INV-6931,Beta Traders,2025-02-24,4884.0,0
INV-8468,Omega Inc,2024-12-10,536.0,0
INV-6613,Gamma Co,2025-03-20,113.0,0
INV-3325,Alpha Supplies,2025-07-05,4881.0,1
INV-4276,Gamma Co,2025-04-08,81.0,0
INV-3861,Omega Inc,2025-02-19,4345.0,0
